symbol,timeframe,timestamp,open,high,low,close,volume
BTCUSDT,15m,2026-06-07 00:00:00,60851.6,60906.2,60762.6,60779.9,101.4533
BTCUSDT,15m,2026-06-07 00:15:00,60783.6,60859.4,60745.3,60812.0,71.3600
BTCUSDT,15m,2026-06-07 00:30:00,60811.8,60956.3,60761.3,60761.3,105.1717
BTCUSDT,15m,2026-06-07 00:45:00,60760.0,60787.7,60708.7,60749.0,57.0205
BTCUSDT,15m,2026-06-07 01:00:00,60748.8,61379.1,60724.2,61285.0,484.4542
BTCUSDT,15m,2026-06-07 01:15:00,61276.7,61624.8,61219.1,61604.7,493.4495
BTCUSDT,15m,2026-06-07 01:30:00,61604.5,61614.3,61368.3,61421.1,202.9219
BTCUSDT,15m,2026-06-07 01:45:00,61421.1,61558.5,61341.5,61446.7,142.8467
BTCUSDT,15m,2026-06-07 02:00:00,61446.9,61525.1,61375.0,61375.0,113.4219
BTCUSDT,15m,2026-06-07 02:15:00,61375.5,61398.7,61150.5,61222.9,155.5638
BTCUSDT,15m,2026-06-07 02:30:00,61223.1,61293.0,61160.0,61285.0,95.0449
BTCUSDT,15m,2026-06-07 02:45:00,61288.6,61538.5,61284.9,61468.7,171.7214
BTCUSDT,15m,2026-06-07 03:00:00,61467.5,61503.8,61377.4,61497.8,105.9734
BTCUSDT,15m,2026-06-07 03:15:00,61497.8,61747.7,61452.0,61631.7,315.6621
BTCUSDT,15m,2026-06-07 03:30:00,61630.8,61650.0,61515.8,61630.3,125.4848
BTCUSDT,15m,2026-06-07 03:45:00,61630.2,61701.5,61541.8,61666.7,96.7484
BTCUSDT,15m,2026-06-07 04:00:00,61666.7,61672.2,61478.9,61511.1,145.6714
BTCUSDT,15m,2026-06-07 04:15:00,61511.1,61600.2,61443.7,61518.1,86.1285
BTCUSDT,15m,2026-06-07 04:30:00,61517.9,61797.6,61505.9,61703.1,168.4763
BTCUSDT,15m,2026-06-07 04:45:00,61702.9,61868.3,61656.1,61851.2,240.5064
BTCUSDT,15m,2026-06-07 05:00:00,61851.4,61934.5,61757.6,61843.0,249.8497
BTCUSDT,15m,2026-06-07 05:15:00,61842.5,62122.2,61703.0,61705.5,604.6276
BTCUSDT,15m,2026-06-07 05:30:00,61705.3,61826.9,61611.5,61826.8,179.6731
BTCUSDT,15m,2026-06-07 05:45:00,61826.8,61826.8,61661.8,61710.3,119.4121
BTCUSDT,15m,2026-06-07 06:00:00,61710.4,61726.7,61578.5,61644.6,134.2316
BTCUSDT,15m,2026-06-07 06:15:00,61644.6,61980.4,61620.0,61940.7,237.1398
BTCUSDT,15m,2026-06-07 06:30:00,61940.9,62235.6,61930.3,62162.8,575.6412
BTCUSDT,15m,2026-06-07 06:45:00,62162.8,62201.5,61985.0,62074.5,166.3427
BTCUSDT,15m,2026-06-07 07:00:00,62074.7,62209.5,61964.7,62100.0,225.2865
BTCUSDT,15m,2026-06-07 07:15:00,62099.9,62219.5,62028.1,62199.9,239.4479
BTCUSDT,15m,2026-06-07 07:30:00,62200.0,62237.8,62152.7,62195.6,219.2728
BTCUSDT,15m,2026-06-07 07:45:00,62195.6,62380.0,62145.5,62368.3,324.6354
BTCUSDT,15m,2026-06-07 08:00:00,62368.3,62403.1,62205.3,62343.7,232.9957
BTCUSDT,15m,2026-06-07 08:15:00,62340.6,62551.7,62272.6,62498.8,295.8203
BTCUSDT,15m,2026-06-07 08:30:00,62498.6,62634.6,62360.3,62524.9,361.3986
BTCUSDT,15m,2026-06-07 08:45:00,62525.1,62937.6,62523.7,62819.5,730.9736
BTCUSDT,15m,2026-06-07 09:00:00,62819.5,62872.5,62680.1,62798.6,277.2992
BTCUSDT,15m,2026-06-07 09:15:00,62798.6,62858.0,62574.1,62661.4,218.4458
BTCUSDT,15m,2026-06-07 09:30:00,62661.6,62672.4,62468.6,62514.8,236.0650
BTCUSDT,15m,2026-06-07 09:45:00,62514.8,62606.2,62381.4,62506.5,321.2004
BTCUSDT,15m,2026-06-07 10:00:00,62506.3,62537.5,62337.6,62380.2,195.8581
BTCUSDT,15m,2026-06-07 10:15:00,62380.2,62542.1,62354.3,62479.6,140.1575
BTCUSDT,15m,2026-06-07 10:30:00,62479.8,62532.2,62278.4,62335.1,177.5919
BTCUSDT,15m,2026-06-07 10:45:00,62335.1,62434.2,62269.5,62341.1,171.1913
BTCUSDT,15m,2026-06-07 11:00:00,62340.9,62492.9,62330.1,62424.1,187.6223
BTCUSDT,15m,2026-06-07 11:15:00,62424.1,62520.3,62386.2,62492.9,107.0969
BTCUSDT,15m,2026-06-07 11:30:00,62492.7,62647.3,62410.6,62647.3,203.0530
BTCUSDT,15m,2026-06-07 11:45:00,62647.2,62728.1,62536.1,62598.1,233.8916
BTCUSDT,15m,2026-06-07 12:00:00,62598.1,62616.8,62038.2,62057.6,560.3652
BTCUSDT,15m,2026-06-07 12:15:00,62057.8,62253.2,61875.0,61914.7,691.6251
BTCUSDT,15m,2026-06-07 12:30:00,61914.5,61926.1,61547.7,61624.7,628.3265
BTCUSDT,15m,2026-06-07 12:45:00,61624.9,61971.8,61609.5,61870.4,312.2892
BTCUSDT,15m,2026-06-07 13:00:00,61869.9,61906.0,61625.4,61748.9,175.7276
BTCUSDT,15m,2026-06-07 13:15:00,61746.3,61828.9,61630.5,61822.2,174.0210
